Entity,Code,Day,people_vaccinated_per_hundred,05-09,10-14,15-17,18-24 ,25-49,50-59,60-69,70-79,80+
Portugal,PRT,01-01-2021,0.05,0,,0,0,0,0,0,0,0
Portugal,PRT,08-01-2021,0.84,0,0,0,0,0,0.01,0,0.01,0.02
Portugal,PRT,15-01-2021,1.34,0,0,0,0.01,0.04,0.07,0.06,0.07,0.31
Portugal,PRT,22-01-2021,2.55,0,0,0.01,0.1,0.25,0.37,0.25,0.23,0.98
Portugal,PRT,29-01-2021,2.97,0,0,0.03,0.42,1.08,1.62,1.11,1.12,4.86
Portugal,PRT,05-02-2021,3.21,0,0,0.04,0.82,2.03,2.92,1.9,1.93,9.8
Portugal,PRT,12-02-2021,3.62,0,0,0.05,1.03,2.39,3.42,2.2,2.31,12.73
Portugal,PRT,19-02-2021,4.65,0,0,0.06,1.16,2.65,3.79,2.46,2.5,13.38
Portugal,PRT,26-02-2021,6.4,0,0,0.06,1.24,2.8,4,2.62,2.66,14.27
Portugal,PRT,05-03-2021,7.78,0,0,0.07,1.29,2.93,4.2,2.8,2.95,18.22
Portugal,PRT,12-03-2021,8.75,0,0,0.08,1.34,3.04,4.38,3.05,3.37,25.43
Portugal,PRT,19-03-2021,9.58,0,0,0.1,1.42,3.17,4.68,3.53,4.17,40.14
Portugal,PRT,26-03-2021,12.14,0,0,0.12,1.56,3.35,4.98,4.16,5.72,50.64
Portugal,PRT,02-04-2021,13.52,0,0,0.36,2.3,4.23,6.16,5.91,9.36,59.5
Portugal,PRT,09-04-2021,16.07,0,0,0.45,2.66,4.75,7.02,7.5,13.58,63.48
Portugal,PRT,16-04-2021,20.28,0,0,0.47,2.83,5.02,7.43,8.14,16.01,67.55
Portugal,PRT,23-04-2021,22.39,0,0,0.49,3.12,5.35,7.9,9.2,20.46,68.87
Portugal,PRT,30-04-2021,25.83,0,0,0.53,3.73,6.11,8.92,11.35,27.22,70.88
Portugal,PRT,07-05-2021,29.64,0,0.01,0.59,4.49,7.08,10.21,13.56,31.39,72.11
Portugal,PRT,14-05-2021,32.69,0,0.01,0.65,5.63,8.65,12.51,17.53,37.45,75.97
Portugal,PRT,21-05-2021,35.97,0,0.01,0.8,6.99,10.98,16.04,22.91,44.22,78.45
Portugal,PRT,28-05-2021,38.77,0,0.01,1.01,8.65,13.64,20.28,30.67,51.33,79.88
Portugal,PRT,04-06-2021,41.64,0,0.02,1.24,10.56,16.98,26.6,41.41,56.14,82.26
Portugal,PRT,11-06-2021,45.5,0,0.02,1.61,12.98,20.56,33.44,50.21,60.78,84.35
Portugal,PRT,18-06-2021,49.28,0,0.08,2.56,15.81,25.01,42.69,57.06,67.02,86.3
Portugal,PRT,25-06-2021,53.46,0,0.26,4.31,20.68,30.74,49.97,64.67,73.82,87.76
Portugal,PRT,02-07-2021,57.58,0,0.81,6.66,25.81,36.64,55.43,69.26,76.98,88.75
Portugal,PRT,09-07-2021,62.26,0,1.31,9.17,30.82,42.23,60.24,73.06,78.59,89.56
Portugal,PRT,16-07-2021,65.84,0,2.19,13.28,36.49,47.16,64.73,75.3,79.62,90.22
Portugal,PRT,23-07-2021,68.59,0,4.41,20.38,41.89,51.64,67.38,77.18,80.5,90.81
Portugal,PRT,30-07-2021,70.66,0.01,6.8,27.28,46.27,55.59,69.29,78.59,81.29,91.32
Portugal,PRT,06-08-2021,73.11,0.01,8.77,32.65,49.76,58.07,70.54,79.51,81.9,91.76
Portugal,PRT,13-08-2021,77.64,0.01,10.31,37.05,53.28,59.75,71.56,80.27,82.4,92.11
Portugal,PRT,20-08-2021,82.3,0.01,11.26,39.16,54.74,60.7,72.16,80.72,82.72,92.35
Portugal,PRT,27-08-2021,85.62,0.01,12.16,40.86,55.85,61.46,72.66,81.12,82.99,92.57
Portugal,PRT,03-09-2021,87.08,0.01,12.94,42.25,56.83,62.15,73.11,81.46,83.23,92.79
Portugal,PRT,10-09-2021,87.79,0.01,13.87,43.88,57.82,62.86,73.55,81.79,83.48,93.02
Portugal,PRT,17-09-2021,88.28,0.02,14.72,45.37,58.83,63.56,74,82.12,83.73,93.25
Portugal,PRT,24-09-2021,88.65,0.02,15.65,46.95,59.8,64.2,74.4,82.41,83.93,93.48
Portugal,PRT,01-10-2021,88.9,0.04,16.61,48.58,60.8,64.9,74.83,82.73,84.21,93.8
Portugal,PRT,08-10-2021,89.05,0.07,17.46,50.14,61.76,65.58,75.27,83.04,84.47,94.09
Portugal,PRT,15-10-2021,89.23,0.11,18.49,51.68,62.7,66.29,75.72,83.35,84.72,94.37
Portugal,PRT,22-10-2021,89.37,0.14,19.1,52.73,63.62,66.96,76.14,83.61,84.91,94.59
Portugal,PRT,29-10-2021,89.51,0.21,19.83,53.86,64.6,67.72,76.66,83.94,85.15,94.87
Portugal,PRT,05-11-2021,89.61,0.29,20.55,55.08,66.04,68.84,77.48,84.48,85.55,95.25
Portugal,PRT,12-11-2021,89.74,0.35,21.35,56.49,67.85,70.31,78.55,85.17,86.07,95.72
Portugal,PRT,19-11-2021,89.94,0.45,22.26,58.08,69.82,71.93,79.7,85.85,86.56,96.17
Portugal,PRT,26-11-2021,90.15,0.68,23.74,60.74,72.34,73.92,81.06,86.67,87.11,96.65
Portugal,PRT,03-12-2021,90.42,1.35,25.82,63.75,74.95,75.95,82.36,87.53,87.64,97.12
Portugal,PRT,10-12-2021,90.66,4.16,29.15,66.11,77.27,77.77,83.61,88.48,88.32,97.78
Portugal,PRT,17-12-2021,91.74,6.86,31.77,67.25,78.57,78.71,84.23,88.98,88.69,98.18
Portugal,PRT,24-12-2021,91.88,9.56,34.15,68.22,79.78,79.6,84.82,89.42,88.96,98.47
Portugal,PRT,31-12-2021,92.02,12.84,36.84,69.5,81.26,80.62,85.43,89.93,89.35,98.94
Portugal,PRT,07-01-2022,94.16,15.39,38.81,70.55,82.31,81.46,85.99,90.51,89.86,99.65
Portugal,PRT,14-01-2022,94.38,16.62,39.97,71.33,83,81.99,86.35,90.83,90.14,100.05
Portugal,PRT,21-01-2022,94.54,17.68,40.98,72.04,83.62,82.43,86.63,91.05,90.33,100.35
Portugal,PRT,28-01-2022,94.65,18.75,41.89,72.69,84.24,82.84,86.89,91.27,90.51,100.65
Portugal,PRT,04-02-2022,94.99,19.53,42.58,73.17,84.71,83.14,87.07,91.44,90.66,100.89
Portugal,PRT,11-02-2022,95.06,20.11,43.04,73.46,84.98,83.33,87.21,91.57,90.78,101.07
Portugal,PRT,18-02-2022,95.13,20.48,43.36,73.63,85.17,83.47,87.3,91.67,90.86,101.2
Portugal,PRT,25-02-2022,95.19,20.75,43.57,73.76,85.3,83.57,87.37,91.74,90.92,101.3
Portugal,PRT,04-03-2022,95.21,21.02,43.74,73.85,85.4,83.64,87.43,91.79,90.97,101.36
Portugal,PRT,11-03-2022,95.24,21.2,43.86,73.92,85.47,83.69,87.46,91.83,91,101.4
Portugal,PRT,18-03-2022,95.27,21.31,43.95,73.99,85.54,83.75,87.51,91.87,91.03,101.43
Portugal,PRT,25-03-2022,95.3,21.39,44.03,74.04,85.6,83.8,87.55,91.91,91.06,101.46
Portugal,PRT,01-04-2022,95.33,21.44,44.08,74.1,85.65,83.83,87.58,91.93,91.08,101.48
Portugal,PRT,08-04-2022,95.35,21.48,44.13,74.15,85.69,83.86,87.6,91.95,91.09,101.49
Portugal,PRT,15-04-2022,95.36,21.53,44.19,74.21,85.73,83.89,87.63,91.96,91.11,101.51
Portugal,PRT,22-04-2022,95.39,21.57,44.24,74.26,85.78,83.93,87.67,91.99,91.12,101.52
Portugal,PRT,29-04-2022,95.42,21.59,44.29,74.32,85.82,83.97,87.7,92.01,91.14,101.54
Portugal,PRT,06-05-2022,95.44,21.62,44.33,74.38,85.87,84,87.74,92.03,91.15,101.55
Portugal,PRT,13-05-2022,95.44,21.65,44.38,74.42,85.9,84.03,87.76,92.05,91.16,101.56
Austria,AUT,08-01-2021,0.35,21.67,44.42,74.45,85.93,84.04,87.77,92.06,91.17,101.57
Austria,AUT,15-01-2021,1.29,21.7,44.47,74.48,85.96,84.06,87.79,92.07,91.18,101.58
Austria,AUT,22-01-2021,2.33,21.73,44.52,74.52,85.98,84.08,87.8,92.08,91.19,101.59
Austria,AUT,29-01-2021,2.68,21.76,44.57,74.55,86,84.09,87.8,92.09,91.19,101.6
Austria,AUT,05-02-2021,2.88,21.79,44.63,74.58,86.03,84.1,87.82,92.09,91.2,101.6
Austria,AUT,12-02-2021,3.2,21.83,44.69,74.61,86.05,84.12,87.83,92.1,91.2,101.61
Austria,AUT,19-02-2021,3.91,21.86,44.75,74.63,86.07,84.13,87.84,92.11,91.21,101.62
Austria,AUT,26-02-2021,5.09,21.86,44.75,74.63,86.07,84.13,87.84,92.11,91.21,101.62
Austria,AUT,05-03-2021,6.8,,,,0,0,0,0,0,0
Austria,AUT,12-03-2021,9.33,,,,0,0,0,0,0,0
Austria,AUT,19-03-2021,11.45,,,,0,0,0.01,0.01,0.01,0.07
Austria,AUT,26-03-2021,13.17,,,,0.03,0.11,0.16,0.17,0.33,2.25
Austria,AUT,02-04-2021,14.77,,,,0.18,0.5,0.72,0.71,1.38,10.41
Austria,AUT,09-04-2021,17.17,,,,0.78,1.48,1.89,1.64,2.37,15.14
Austria,AUT,16-04-2021,20.24,,,,1.25,2.26,2.75,2.25,2.79,16.48
Austria,AUT,23-04-2021,23.49,,,,1.45,2.69,3.23,2.61,3.01,17.2
Austria,AUT,30-04-2021,26.71,,,,1.6,3.1,3.71,2.94,3.15,17.53
Austria,AUT,07-05-2021,30.43,,,,1.91,3.72,4.41,3.43,3.33,17.73
Austria,AUT,14-05-2021,33.99,,,,2.3,4.45,5.3,3.99,3.51,17.89
Austria,AUT,21-05-2021,38.02,,,,2.73,5.15,6.21,4.77,4.02,18.98
Austria,AUT,28-05-2021,40.86,,,,3.13,5.68,7.02,5.95,4.91,20.09
Austria,AUT,04-06-2021,44.31,,,,3.35,6.02,7.45,6.59,6.21,22.68
Austria,AUT,11-06-2021,47.6,,,,3.51,6.26,7.76,7.17,8.09,30.61
Austria,AUT,18-06-2021,50.42,,,,3.63,6.43,7.94,7.49,9,31.38
Austria,AUT,25-06-2021,52.77,,,,3.82,6.71,8.37,8.45,12.62,34.87
Austria,AUT,02-07-2021,54.99,,,,4.11,7.19,9.25,10.48,19.44,55.29
Austria,AUT,09-07-2021,56.66,,,,4.45,7.74,10.19,12.85,36.92,63.98
Austria,AUT,16-07-2021,57.89,,,,5.36,9.26,12.71,18.81,49.53,66.39
Austria,AUT,23-07-2021,58.9,,,,6.39,11.28,17.4,28.28,61.69,68.07
Austria,AUT,30-07-2021,59.52,,,,7.37,13.55,22.67,43.17,64.74,70.65
Austria,AUT,06-08-2021,60.15,,,,8.4,16.38,30.95,58.92,69.14,82.23
Austria,AUT,13-08-2021,60.57,,,,9.41,20.19,37.28,63.96,72.44,90.03
Austria,AUT,20-08-2021,61.07,,,,12.4,23.56,43.12,66.45,74.95,94.12
Austria,AUT,27-08-2021,61.6,,,,14.65,27.1,47.18,70.14,79.45,96.04
Austria,AUT,03-09-2021,62.14,,,,17.4,33.67,57.59,79.86,92.78,97.23
Austria,AUT,10-09-2021,62.74,,,,21.16,41.17,72.22,84.74,95.73,97.81
Austria,AUT,17-09-2021,63.38,,,,28.36,54.06,77.14,88.19,96.58,98.26
Austria,AUT,24-09-2021,64,,,,39.97,65.08,80.27,91.41,97.21,98.67
Austria,AUT,01-10-2021,64.48,,,,51.08,72.27,82.81,92.42,97.67,98.96
Austria,AUT,08-10-2021,64.87,,,,60.12,74.88,87.28,93.3,97.99,99.18
Austria,AUT,15-10-2021,65.19,,,,66.4,76.01,87.83,93.56,98.17,99.32
Austria,AUT,22-10-2021,65.6,,,,69.45,76.91,88.29,93.81,98.36,99.46
Austria,AUT,29-10-2021,66.19,,,,70.94,77.65,88.63,93.99,98.48,99.55
Austria,AUT,05-11-2021,67.06,,,,71.94,78.22,88.86,94.11,98.57,99.61
Austria,AUT,12-11-2021,68.58,,,,72.88,78.78,89.08,94.22,98.65,99.66
Austria,AUT,19-11-2021,69.84,,,,73.85,79.32,89.28,94.33,98.72,99.72
Austria,AUT,26-11-2021,70.81,,,,74.78,79.83,89.47,94.42,98.79,99.77
Austria,AUT,03-12-2021,71.66,,,,75.43,80.18,89.61,94.5,98.85,99.85
Austria,AUT,10-12-2021,72.37,,,,76.17,80.56,89.76,94.59,98.91,99.94
Austria,AUT,17-12-2021,73.13,,,,76.77,80.9,89.9,94.68,98.98,100.03
Austria,AUT,24-12-2021,73.49,,,,77.41,81.27,90.04,94.77,99.04,100.1
Austria,AUT,31-12-2021,73.75,,,,77.9,81.55,90.16,94.85,99.09,100.15
Austria,AUT,07-01-2022,74.08,,,,78.39,81.84,90.28,94.92,99.14,100.2
Austria,AUT,14-01-2022,74.45,,,,78.95,82.17,90.41,95,99.2,100.27
Austria,AUT,21-01-2022,74.76,,,,79.44,82.48,90.52,95.08,99.25,100.33
Austria,AUT,28-01-2022,74.97,,,,79.87,82.74,90.62,95.14,99.3,100.39
Austria,AUT,04-02-2022,75.1,,,,80.29,83.02,90.73,95.21,99.36,100.45
Austria,AUT,11-02-2022,75.2,,,,80.69,83.3,90.85,95.28,99.42,100.52
Austria,AUT,18-02-2022,75.26,,,,80.97,83.49,90.92,95.33,99.46,100.57
Austria,AUT,25-02-2022,75.3,,,,81.08,83.57,90.96,95.35,99.48,100.59
Austria,AUT,04-03-2022,75.34,,,,81.34,83.76,91.04,95.41,99.53,100.64
Austria,AUT,11-03-2022,75.37,,,,81.56,83.91,91.1,95.45,99.56,100.69
Austria,AUT,18-03-2022,75.39,,,,81.7,84,91.14,95.48,99.59,100.71
Austria,AUT,25-03-2022,75.41,,,,81.85,84.1,91.18,95.51,99.61,100.74
Austria,AUT,01-04-2022,75.43,,,,82.01,84.2,91.22,95.54,99.63,100.76
Austria,AUT,08-04-2022,75.44,,,,82.15,84.29,91.26,95.57,99.65,100.78
Austria,AUT,15-04-2022,75.45,,,,82.26,84.36,91.28,95.59,99.67,100.79
Austria,AUT,22-04-2022,75.46,,,,82.36,84.42,91.31,95.6,99.68,100.81
Austria,AUT,29-04-2022,75.47,,,,82.42,84.46,91.32,95.61,99.69,100.82
Austria,AUT,06-05-2022,75.48,,,,82.46,84.48,91.33,95.62,99.7,100.83
Austria,AUT,13-05-2022,75.49,,,,82.49,84.5,91.34,95.62,99.7,100.83
Austria,AUT,17-05-2022,75.49,,,,82.51,84.52,91.35,95.63,99.71,100.84
Belgium,BEL,28-12-2020,0,,,,82.52,84.53,91.35,95.63,99.71,100.84
Belgium,BEL,29-12-2020,0,,,,82.53,84.53,91.35,95.63,99.71,100.84
Belgium,BEL,30-12-2020,0.01,,,,82.54,84.54,91.36,95.64,99.71,100.84
Belgium,BEL,31-12-2020,0.01,,,,82.55,84.55,91.36,95.64,99.72,100.85
Belgium,BEL,01-01-2021,0.01,,,,82.56,84.55,91.36,95.64,99.72,100.85
Belgium,BEL,02-01-2021,0.01,,,,82.56,84.56,91.37,95.64,99.72,100.85
Belgium,BEL,03-01-2021,0.01,,,,82.57,84.57,91.37,95.65,99.72,100.85
Belgium,BEL,04-01-2021,0.01,,,,82.58,84.57,91.37,95.65,99.72,100.85
Belgium,BEL,05-01-2021,0.02,,,,82.58,84.58,91.37,95.65,99.73,100.85
Belgium,BEL,06-01-2021,0.06,,,,82.59,84.59,91.37,95.65,99.73,100.86
Belgium,BEL,07-01-2021,0.13,,,,82.6,84.59,91.38,95.65,99.73,100.87
Belgium,BEL,08-01-2021,0.21,,,,82.61,84.59,91.38,95.66,99.73,100.87
Belgium,BEL,09-01-2021,0.24,,,,82.61,84.6,91.38,95.66,99.73,100.88
Belgium,BEL,10-01-2021,0.25,,,,82.62,84.6,91.38,95.66,99.73,100.88
Belgium,BEL,11-01-2021,0.3,,,,82.62,84.61,91.38,95.66,99.74,100.88
Belgium,BEL,12-01-2021,0.43,,,,4.11,8.98,14.37,18.61,19,12.14
Belgium,BEL,13-01-2021,0.62,,,,4.63,9.73,15.35,20.02,20.64,13.33
Belgium,BEL,14-01-2021,0.82,,,,5.1,10.33,16.11,21.08,21.82,14.21
Belgium,BEL,15-01-2021,1.03,,,,5.55,10.89,16.84,22.03,22.91,14.98
Belgium,BEL,16-01-2021,1.07,,,,5.99,11.42,17.5,22.83,23.75,15.6
Belgium,BEL,17-01-2021,1.1,,,,6.4,11.95,18.15,23.58,24.54,16.12
Belgium,BEL,18-01-2021,1.2,,,,6.83,12.47,18.76,24.25,25.22,16.58
Belgium,BEL,19-01-2021,1.36,,,,7.32,13.04,19.44,24.96,25.9,17.07
Belgium,BEL,20-01-2021,1.55,,,,7.81,13.65,20.13,25.65,26.54,17.49
Belgium,BEL,21-01-2021,1.81,,,,8.33,14.28,20.84,26.28,27.14,17.88
Belgium,BEL,22-01-2021,2.07,,,,8.91,15,21.62,27,27.76,18.29
Belgium,BEL,23-01-2021,2.14,,,,9.59,15.79,22.44,27.77,28.41,18.72
Belgium,BEL,24-01-2021,2.16,,,,10.28,16.59,23.27,28.48,29.03,19.15
Belgium,BEL,25-01-2021,2.26,,,,10.91,17.26,23.96,29.11,29.59,19.51
Belgium,BEL,26-01-2021,2.35,,,,11.61,17.98,24.69,29.78,30.17,19.92
Belgium,BEL,27-01-2021,2.47,,,,12.17,18.58,25.31,30.31,30.66,20.25
Belgium,BEL,28-01-2021,2.61,,,,12.66,19.11,25.83,30.76,31.06,20.52
Belgium,BEL,29-01-2021,2.71,,,,13.1,19.55,26.27,31.17,31.45,20.8
Belgium,BEL,30-01-2021,2.73,,,,13.5,19.99,26.7,31.53,31.77,21.01
Belgium,BEL,31-01-2021,2.73,,,,14.8,21.22,27.76,32.23,32.18,21.25
Belgium,BEL,01-02-2021,2.77,,,,16.45,22.77,29.18,33.15,32.71,21.54
Belgium,BEL,02-02-2021,2.86,,,,17.65,23.93,30.21,33.88,33.2,21.8
Belgium,BEL,03-02-2021,2.95,,,,18.97,25.15,31.28,34.69,33.74,22.09
Belgium,BEL,04-02-2021,3.03,,,,20.61,26.58,32.6,35.71,34.41,22.46
Belgium,BEL,05-02-2021,3.1,,,,21.89,27.82,33.76,36.64,35.09,22.82
Belgium,BEL,06-02-2021,3.11,,,,22.85,28.73,34.63,37.39,35.71,23.18
Belgium,BEL,07-02-2021,3.12,,,,23.59,29.45,35.29,37.99,36.2,23.49
Belgium,BEL,08-02-2021,3.14,,,,24.25,30.09,35.88,38.51,36.67,23.78
Belgium,BEL,09-02-2021,3.21,,,,24.8,30.59,36.32,38.88,36.99,23.97
Belgium,BEL,10-02-2021,3.27,,,,25.14,30.92,36.61,39.11,37.21,24.13
Belgium,BEL,11-02-2021,3.34,,,,25.67,31.41,37.02,39.49,37.58,24.4
Belgium,BEL,12-02-2021,3.4,,,,26.08,31.77,37.33,39.76,37.84,24.59
Belgium,BEL,13-02-2021,3.4,,,,26.36,32.01,37.54,39.92,38.01,24.72
Belgium,BEL,14-02-2021,3.4,,,,26.66,32.24,37.77,40.2,38.37,25.02
Belgium,BEL,15-02-2021,3.42,,,,26.93,32.47,38.02,40.54,38.81,25.36
Belgium,BEL,16-02-2021,3.46,,,,27.19,32.67,38.22,40.8,39.16,25.64
Belgium,BEL,17-02-2021,3.53,,,,27.38,32.8,38.35,40.96,39.35,25.78
Belgium,BEL,18-02-2021,3.62,,,,27.53,32.91,38.44,41.08,39.48,25.89
Belgium,BEL,19-02-2021,3.77,,,,27.62,32.96,38.5,41.14,39.55,25.95
Belgium,BEL,20-02-2021,3.81,,,,27.71,33.02,38.56,41.19,39.62,26.01
Belgium,BEL,21-02-2021,3.83,,,,27.79,33.07,38.6,41.24,39.67,26.05
Belgium,BEL,22-02-2021,3.92,,,,27.83,33.1,38.63,41.27,39.7,26.08
Belgium,BEL,23-02-2021,4.02,,,,27.87,33.13,38.65,41.29,39.72,26.09
Belgium,BEL,24-02-2021,4.15,,,,27.91,33.15,38.67,41.31,39.74,26.12
Belgium,BEL,25-02-2021,4.35,,,,27.95,33.18,38.7,41.33,39.76,26.13
Belgium,BEL,26-02-2021,4.56,,,,27.98,33.19,38.71,41.34,39.77,26.14
Belgium,BEL,27-02-2021,4.6,,,,28.03,33.21,38.73,41.36,39.79,26.15
Belgium,BEL,28-02-2021,4.6,,,,28.06,33.23,38.74,41.37,39.8,26.15
Belgium,BEL,01-03-2021,4.7,,,,28.11,33.24,38.76,41.38,39.81,26.16
Belgium,BEL,02-03-2021,4.84,,,,28.14,33.26,38.76,41.39,39.82,26.17
Belgium,BEL,03-03-2021,5.05,,,,28.16,33.27,38.77,41.4,39.82,26.17
Belgium,BEL,04-03-2021,5.41,,,,28.19,33.28,38.78,41.41,39.83,26.17
Belgium,BEL,05-03-2021,5.74,,,,28.2,33.29,38.79,41.41,39.84,26.18
Belgium,BEL,06-03-2021,5.81,,,,28.21,33.3,38.8,41.42,39.84,26.18
Belgium,BEL,07-03-2021,5.82,,,,28.22,33.31,38.8,41.43,39.84,26.19
Belgium,BEL,08-03-2021,5.95,,,,28.23,33.32,38.81,41.43,39.85,26.19
Belgium,BEL,09-03-2021,6.14,,,,28.24,33.32,38.82,41.44,39.86,26.19
Belgium,BEL,10-03-2021,6.38,,,,28.27,33.34,38.83,41.45,39.86,26.2
Belgium,BEL,11-03-2021,6.76,,,,0,0,0,0,0,0
Belgium,BEL,12-03-2021,7.03,,,,0,0,0,0,0,0
Belgium,BEL,13-03-2021,7.1,,,,0.01,0.06,0.17,0.13,0.04,0.01
Belgium,BEL,14-03-2021,7.1,,,,0.04,0.17,0.44,0.39,0.12,0.04
Belgium,BEL,15-03-2021,7.33,,,,0.05,0.23,0.59,0.52,0.16,0.05
Belgium,BEL,16-03-2021,7.7,,,,0.06,0.28,0.69,0.62,0.19,0.06
Belgium,BEL,17-03-2021,8.03,,,,0.07,0.36,0.88,0.81,0.27,0.12
Belgium,BEL,18-03-2021,8.54,,,,0.09,0.49,1.21,1.1,0.39,0.28
Belgium,BEL,19-03-2021,8.96,,,,0.11,0.67,1.65,1.43,0.49,0.39
Belgium,BEL,20-03-2021,9.14,,,,0.14,0.79,1.92,1.64,0.57,0.45
Belgium,BEL,21-03-2021,9.15,,,,0.2,0.97,2.24,1.99,0.8,0.57
Belgium,BEL,22-03-2021,9.39,,,,0.29,1.2,2.65,2.47,1.13,0.69
Belgium,BEL,23-03-2021,9.75,,,,0.36,1.39,2.96,2.76,1.35,0.83
Belgium,BEL,24-03-2021,10.2,,,,0.43,1.6,3.28,3.04,1.52,0.94
Belgium,BEL,25-03-2021,10.71,,,,0.52,1.86,3.67,3.38,1.74,1.09
Belgium,BEL,26-03-2021,11.14,,,,0.71,2.41,4.47,4.19,2.42,1.51
Belgium,BEL,27-03-2021,11.31,,,,0.95,3.06,5.52,5.55,3.85,2.4
Belgium,BEL,28-03-2021,11.32,,,,1.29,3.85,6.93,7.71,6.26,3.83
Belgium,BEL,29-03-2021,11.48,,,,1.82,5.14,9.11,11.12,10.35,6.43
Belgium,BEL,30-03-2021,11.71,,,,2.35,6.18,10.68,13.42,13.09,8.16
Belgium,BEL,31-03-2021,12.35,,,,2.87,6.96,11.69,14.71,14.41,9.03
Belgium,BEL,01-04-2021,13.01,,,,3.49,7.96,13,16.6,16.6,10.45
Belgium,BEL,02-04-2021,13.57,,,,0,0,0,0,0,0
Belgium,BEL,03-04-2021,13.74,,,0,0,0,0,0,0,0
Belgium,BEL,04-04-2021,13.74,0,,0,0,0.01,0.01,0.01,0.02,0.1
Belgium,BEL,05-04-2021,13.84,0,0,0,0.05,0.22,0.33,0.23,0.44,1.8
Belgium,BEL,06-04-2021,14.17,0,0,0,0.14,0.62,0.92,0.63,0.83,2.94
Belgium,BEL,07-04-2021,14.5,0,0,0.01,0.24,1.03,1.57,1.08,1.26,3.83
Belgium,BEL,08-04-2021,15.46,0,0,0.02,0.34,1.44,2.2,1.56,1.75,4.7
Belgium,BEL,09-04-2021,16.49,0,0,0.02,0.37,1.56,2.4,1.73,1.98,5.06
Belgium,BEL,10-04-2021,17.05,0,0,0.02,0.39,1.61,2.47,1.81,2.1,5.21
Belgium,BEL,11-04-2021,17.08,0,0,0.02,0.42,1.7,2.62,1.96,2.29,5.53
Belgium,BEL,12-04-2021,17.42,0,0,0.03,0.49,1.91,2.96,2.31,2.85,6.74
Belgium,BEL,13-04-2021,17.98,0,0,0.04,0.56,2.11,3.29,2.81,3.88,8.46
Belgium,BEL,14-04-2021,18.63,0,0,0.04,0.59,2.21,3.48,3.15,4.58,9.56
Belgium,BEL,15-04-2021,19.37,0,0,0.04,0.63,2.33,3.7,3.59,5.74,11.25
Belgium,BEL,16-04-2021,20.03,0,0,0.04,0.68,2.46,3.93,4.13,7.23,12.86
Belgium,BEL,17-04-2021,20.48,0,0,0.06,0.76,2.7,4.47,5.54,10.81,16.51
Belgium,BEL,18-04-2021,20.54,0,0,0.07,0.84,2.94,5.02,7.13,14.09,19.01
Belgium,BEL,19-04-2021,21.03,0,0,0.09,0.96,3.24,5.73,9.16,17.87,21.84
Belgium,BEL,20-04-2021,21.43,0,0,0.1,1.24,3.78,6.93,12.27,23.63,26.63
Belgium,BEL,21-04-2021,22.19,0,0,0.11,1.42,4.35,8.27,15.84,29.58,31.9
Belgium,BEL,22-04-2021,22.97,0,0,0.13,1.71,5.08,9.91,19.56,35.19,36.9
Belgium,BEL,23-04-2021,23.53,0,0.01,0.15,2.15,6.29,12.59,24.87,41.73,40.37
Belgium,BEL,24-04-2021,23.92,0,0.01,0.18,2.86,7.63,15.26,29.29,46.28,42.57
Belgium,BEL,25-04-2021,23.97,0,0.01,0.25,4.23,11.18,21.22,36.69,52.25,45.26
Belgium,BEL,26-04-2021,24.46,0.01,0.02,0.38,6.09,15.86,28.64,44.22,57.51,47.76
Belgium,BEL,27-04-2021,24.79,0.01,0.02,0.58,8.19,19.79,34.07,49.24,60.76,49.4
Belgium,BEL,28-04-2021,25.48,0.01,0.03,0.86,10.86,24.13,39.64,54.17,63.96,50.93
Belgium,BEL,29-04-2021,26.24,0.01,0.07,1.31,13.72,27.46,43.45,57.82,66.12,52.02
Belgium,BEL,30-04-2021,26.76,0.01,0.13,1.75,15.75,29.8,45.77,59.65,67.29,52.71
Belgium,BEL,01-05-2021,27.1,0.01,0.2,2.54,18.11,32.1,48.21,61.63,68.58,53.44
Belgium,BEL,02-05-2021,27.14,0.01,0.28,3.09,19.79,33.79,50.19,63.23,69.59,54.05
Belgium,BEL,03-05-2021,27.71,0.01,0.32,3.46,20.86,34.86,51.39,64.17,70.2,54.45
Belgium,BEL,04-05-2021,28.29,0.01,0.38,3.92,22.02,35.92,52.45,64.97,70.75,54.79
Belgium,BEL,05-05-2021,29.02,0.01,0.43,4.35,23.15,36.91,53.41,65.67,71.22,55.13
Belgium,BEL,06-05-2021,29.79,0.01,0.49,4.78,24.25,37.89,54.26,66.32,71.67,55.43
Belgium,BEL,07-05-2021,30.66,0.01,0.52,5.12,25.1,38.65,54.95,66.83,72.02,55.68
Belgium,BEL,08-05-2021,31.36,0.01,0.56,5.37,25.82,39.33,55.52,67.25,72.32,55.9
Belgium,BEL,09-05-2021,31.43,0.01,0.6,5.66,26.62,40.06,56.17,67.74,72.65,56.14
Belgium,BEL,10-05-2021,32.11,0.01,0.65,5.98,27.49,40.83,56.86,68.25,73.01,56.43
Belgium,BEL,11-05-2021,32.62,0.01,0.7,6.34,28.29,41.56,57.52,68.72,73.34,56.69
Belgium,BEL,12-05-2021,33.18,0.01,0.76,6.71,28.97,42.28,58.11,69.16,73.67,56.95
Belgium,BEL,13-05-2021,33.52,0.01,0.83,7.1,29.63,42.92,58.65,69.59,74,57.19
